id,match_number,group,stage,kickoff,venue,home_team_id,away_team_id,home_score,away_score,completed,status,status_detail,source,details_json
35,35,F,group,2026-06-20T17:00,Houston,22,23,5,1,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""NRG Stadium"", ""venue_city"": ""Houston, Texas"", ""venue_country"": ""USA"", ""attendance"": 68777, ""broadcasts"": [""FOX"", ""FOX One"", ""Tele""], ""events"": [{""type"": ""Goal"", ""minute"": ""5'"", ""team"": ""Netherlands"", ""player"": ""Brian Brobbey"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""17'"", ""team"": ""Netherlands"", ""player"": ""Brian Brobbey"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""47'"", ""team"": ""Netherlands"", ""player"": ""Cody Gakpo"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""53'"", ""team"": ""Sweden"", ""player"": ""Gabriel Gudmundsson"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""54'"", ""team"": ""Netherlands"", ""player"": ""Cody Gakpo"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""59'"", ""team"": ""Sweden"", ""player"": ""Anthony Elanga"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""75'"", ""team"": ""Sweden"", ""player"": ""Yasin Ayari"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""80'"", ""team"": ""Sweden"", ""player"": ""Lucas Bergvall"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""89'"", ""team"": ""Netherlands"", ""player"": ""Crysencio Summerville"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""5'"", ""team"": ""Netherlands"", ""player"": ""Brian Brobbey"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""17'"", ""team"": ""Netherlands"", ""player"": ""Brian Brobbey"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""47'"", ""team"": ""Netherlands"", ""player"": ""Cody Gakpo"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""54'"", ""team"": ""Netherlands"", ""player"": ""Cody Gakpo"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""59'"", ""team"": ""Sweden"", ""player"": ""Anthony Elanga"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""89'"", ""team"": ""Netherlands"", ""player"": ""Crysencio Summerville"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
36,36,F,group,2026-06-21T04:00,Monterrey (Guadalupe),24,21,0,4,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Estadio BBVA"", ""venue_city"": ""Guadalupe"", ""venue_country"": ""Mexico"", ""attendance"": 51243, ""broadcasts"": [""FOX One"", ""FS1"", ""Tele""], ""events"": [{""type"": ""Goal"", ""minute"": ""4'"", ""team"": ""Japan"", ""player"": ""Daichi Kamada"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""31'"", ""team"": ""Japan"", ""player"": ""Ayase Ueda"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""69'"", ""team"": ""Japan"", ""player"": ""Junya Ito"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""83'"", ""team"": ""Japan"", ""player"": ""Ayase Ueda"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""4'"", ""team"": ""Japan"", ""player"": ""Daichi Kamada"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""31'"", ""team"": ""Japan"", ""player"": ""Ayase Ueda"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""69'"", ""team"": ""Japan"", ""player"": ""Junya Ito"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""83'"", ""team"": ""Japan"", ""player"": ""Ayase Ueda"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
37,37,H,group,2026-06-21T22:00,Miami (Miami Gardens),32,29,2,2,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Hard Rock Stadium"", ""venue_city"": ""Miami Gardens, Florida"", ""venue_country"": ""USA"", ""attendance"": 64003, ""broadcasts"": [""FOX One"", ""FS1"", ""Tele""], ""events"": [{""type"": ""Yellow Card"", ""minute"": ""5'"", ""team"": ""Cabo Verde"", ""player"": ""Sidny Lopes Cabral"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""20'"", ""team"": ""Uruguay"", ""player"": ""Rodrigo Bentancur"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Goal - Free-kick"", ""minute"": ""21'"", ""team"": ""Cabo Verde"", ""player"": ""Kevin Pina"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""44'"", ""team"": ""Uruguay"", ""player"": ""Maxi Araújo"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""45'+6'"", ""team"": ""Uruguay"", ""player"": ""Agustín Canobbio"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""58'"", ""team"": ""Uruguay"", ""player"": ""Mathías Olivera"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""61'"", ""team"": ""Cabo Verde"", ""player"": ""Hélio Varela"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""90'+3'"", ""team"": ""Cabo Verde"", ""player"": ""Diney Borges"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}], ""goals"": [{""type"": ""Goal - Free-kick"", ""minute"": ""21'"", ""team"": ""Cabo Verde"", ""player"": ""Kevin Pina"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""44'"", ""team"": ""Uruguay"", ""player"": ""Maxi Araújo"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""45'+6'"", ""team"": ""Uruguay"", ""player"": ""Agustín Canobbio"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""61'"", ""team"": ""Cabo Verde"", ""player"": ""Hélio Varela"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
38,38,H,group,2026-06-21T16:00,Atlanta,31,30,4,0,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Mercedes-Benz Stadium"", ""venue_city"": ""Atlanta, Georgia"", ""venue_country"": ""USA"", ""attendance"": 68239, ""broadcasts"": [""FOX"", ""FOX One"", ""Tele""], ""events"": [{""type"": ""Goal"", ""minute"": ""10'"", ""team"": ""Spain"", ""player"": ""Lamine Yamal"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""21'"", ""team"": ""Spain"", ""player"": ""Mikel Oyarzabal"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""24'"", ""team"": ""Spain"", ""player"": ""Mikel Oyarzabal"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""30'"", ""team"": ""Saudi Arabia"", ""player"": ""Salem Al-Dawsari"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Own Goal"", ""minute"": ""49'"", ""team"": ""Spain"", ""player"": ""Hassan Al-Tambakti"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": true, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""60'"", ""team"": ""Saudi Arabia"", ""player"": ""Mohamed Kanno"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""10'"", ""team"": ""Spain"", ""player"": ""Lamine Yamal"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""21'"", ""team"": ""Spain"", ""player"": ""Mikel Oyarzabal"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""24'"", ""team"": ""Spain"", ""player"": ""Mikel Oyarzabal"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Own Goal"", ""minute"": ""49'"", ""team"": ""Spain"", ""player"": ""Hassan Al-Tambakti"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": true, ""yellow_card"": false, ""red_card"": false}]}"
39,39,G,group,2026-06-21T19:00,Los Angeles (Inglewood),25,27,0,0,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""SoFi Stadium"", ""venue_city"": ""Inglewood, California"", ""venue_country"": ""USA"", ""attendance"": 70317, ""broadcasts"": [""FOX One"", ""FS1"", ""Tele""], ""events"": [{""type"": ""Yellow Card"", ""minute"": ""3'"", ""team"": ""Belgium"", ""player"": ""Romelu Lukaku"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""33'"", ""team"": ""IR Iran"", ""player"": ""Saeid Ezatolahi"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Red Card"", ""minute"": ""66'"", ""team"": ""Belgium"", ""player"": ""Nathan Ngoy"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": true}], ""goals"": []}"
40,40,G,group,2026-06-22T01:00,Vancouver,28,26,1,3,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""BC Place"", ""venue_city"": ""Vancouver"", ""venue_country"": ""Canada"", ""attendance"": 52497, ""broadcasts"": [""FOX One"", ""FS1"", ""Tele""], ""events"": [{""type"": ""Goal - Header"", ""minute"": ""15'"", ""team"": ""New Zealand"", ""player"": ""Finn Surman"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""17'"", ""team"": ""Egypt"", ""player"": ""Mohanad Lashin"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""20'"", ""team"": ""New Zealand"", ""player"": ""Sarpreet Singh"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""34'"", ""team"": ""New Zealand"", ""player"": ""Callum McCowatt"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""58'"", ""team"": ""Egypt"", ""player"": ""Mostafa Zico"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""67'"", ""team"": ""Egypt"", ""player"": ""Mohamed Salah"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""82'"", ""team"": ""Egypt"", ""player"": ""Trézéguet"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}], ""goals"": [{""type"": ""Goal - Header"", ""minute"": ""15'"", ""team"": ""New Zealand"", ""player"": ""Finn Surman"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""58'"", ""team"": ""Egypt"", ""player"": ""Mostafa Zico"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""67'"", ""team"": ""Egypt"", ""player"": ""Mohamed Salah"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""82'"", ""team"": ""Egypt"", ""player"": ""Trézéguet"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
41,41,I,group,2026-06-23T00:00,New York/New Jersey (East Rutherford),35,36,3,2,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""MetLife Stadium"", ""venue_city"": ""East Rutherford, New Jersey"", ""venue_country"": ""USA"", ""attendance"": 80663, ""broadcasts"": [""FOX"", ""FOX One"", ""Tele""], ""events"": [{""type"": ""Goal"", ""minute"": ""43'"", ""team"": ""Norway"", ""player"": ""Marcus Holmgren Pedersen"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""48'"", ""team"": ""Norway"", ""player"": ""Erling Haaland"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""53'"", ""team"": ""Senegal"", ""player"": ""Ismaïla Sarr"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""58'"", ""team"": ""Norway"", ""player"": ""Erling Haaland"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""90'+3'"", ""team"": ""Senegal"", ""player"": ""Ismaïla Sarr"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""43'"", ""team"": ""Norway"", ""player"": ""Marcus Holmgren Pedersen"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""48'"", ""team"": ""Norway"", ""player"": ""Erling Haaland"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""53'"", ""team"": ""Senegal"", ""player"": ""Ismaïla Sarr"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""58'"", ""team"": ""Norway"", ""player"": ""Erling Haaland"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""90'+3'"", ""team"": ""Senegal"", ""player"": ""Ismaïla Sarr"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
42,42,I,group,2026-06-22T21:00,Philadelphia,33,34,3,0,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Lincoln Financial Field"", ""venue_city"": ""Philadelphia, Pennsylvania"", ""venue_country"": ""USA"", ""attendance"": 68324, ""broadcasts"": [""FOX"", ""FOX One"", ""Tele""], ""events"": [{""type"": ""Yellow Card"", ""minute"": ""6'"", ""team"": ""Iraq"", ""player"": ""Amir Al-Ammari"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""14'"", ""team"": ""France"", ""player"": ""Kylian Mbappé"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""54'"", ""team"": ""France"", ""player"": ""Kylian Mbappé"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""66'"", ""team"": ""France"", ""player"": ""Ousmane Dembélé"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""14'"", ""team"": ""France"", ""player"": ""Kylian Mbappé"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""54'"", ""team"": ""France"", ""player"": ""Kylian Mbappé"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""66'"", ""team"": ""France"", ""player"": ""Ousmane Dembélé"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
43,43,J,group,2026-06-22T17:00,Dallas (Arlington),38,39,2,0,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""AT&T Stadium"", ""venue_city"": ""Arlington, Texas"", ""venue_country"": ""USA"", ""attendance"": 70649, ""broadcasts"": [""FOX"", ""FOX One"", ""Tele""], ""events"": [{""type"": ""Goal"", ""minute"": ""38'"", ""team"": ""Argentina"", ""player"": ""Lionel Messi"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""40'"", ""team"": ""Austria"", ""player"": ""Stefan Posch"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""76'"", ""team"": ""Argentina"", ""player"": ""Facundo Medina"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""76'"", ""team"": ""Austria"", ""player"": ""Konrad Laimer"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""90'+2'"", ""team"": ""Argentina"", ""player"": ""Leandro Paredes"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""90'+5'"", ""team"": ""Argentina"", ""player"": ""Lionel Messi"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""38'"", ""team"": ""Argentina"", ""player"": ""Lionel Messi"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""90'+5'"", ""team"": ""Argentina"", ""player"": ""Lionel Messi"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
44,44,J,group,2026-06-23T03:00,San Francisco Bay Area (Santa Clara),40,37,1,2,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Levi's Stadium"", ""venue_city"": ""Santa Clara, California"", ""venue_country"": ""USA"", ""attendance"": 68371, ""broadcasts"": [""FOX One"", ""FS1"", ""Tele""], ""events"": [{""type"": ""Goal"", ""minute"": ""36'"", ""team"": ""Jordan"", ""player"": ""Nizar Al-Rashdan"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""44'"", ""team"": ""Algeria"", ""player"": ""Ramiz Zerrouki"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""64'"", ""team"": ""Jordan"", ""player"": ""Husam Abu Dahab"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""69'"", ""team"": ""Algeria"", ""player"": ""Nadhir Benbouali"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""82'"", ""team"": ""Algeria"", ""player"": ""Amine Gouiri"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""36'"", ""team"": ""Jordan"", ""player"": ""Nizar Al-Rashdan"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""69'"", ""team"": ""Algeria"", ""player"": ""Nadhir Benbouali"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""82'"", ""team"": ""Algeria"", ""player"": ""Amine Gouiri"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
45,45,L,group,2026-06-23T20:00,Boston (Foxborough),46,47,0,0,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Gillette Stadium"", ""venue_city"": ""Foxborough, Massachusetts"", ""venue_country"": ""USA"", ""attendance"": 63983, ""broadcasts"": [""FOX"", ""FOX One"", ""Tele""], ""events"": [{""type"": ""Yellow Card"", ""minute"": ""41'"", ""team"": ""England"", ""player"": ""Declan Rice"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""60'"", ""team"": ""Ghana"", ""player"": ""Iñaki Williams"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}], ""goals"": []}"
46,46,L,group,2026-06-23T23:00,Toronto,48,45,0,1,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""BMO Field"", ""venue_city"": ""Toronto"", ""venue_country"": ""Canada"", ""attendance"": 43036, ""broadcasts"": [""FOX"", ""FOX One"", ""Tele""], ""events"": [{""type"": ""Goal"", ""minute"": ""54'"", ""team"": ""Croatia"", ""player"": ""Ante Budimir"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""61'"", ""team"": ""Panama"", ""player"": ""Édgar Yoel Bárcenas"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""90'+2'"", ""team"": ""Croatia"", ""player"": ""Petar Sucic"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""54'"", ""team"": ""Croatia"", ""player"": ""Ante Budimir"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
