id,match_number,group,stage,kickoff,venue,home_team_id,away_team_id,home_score,away_score,completed,status,status_detail,source,details_json
11,11,E,group,2026-06-14T23:00,Philadelphia,18,19,1,0,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Lincoln Financial Field"", ""venue_city"": ""Philadelphia, Pennsylvania"", ""venue_country"": ""USA"", ""attendance"": 68274, ""broadcasts"": [""FS1"", ""Peacock"", ""Tele""], ""events"": [{""type"": ""Yellow Card"", ""minute"": ""28'"", ""team"": ""Côte d'Ivoire"", ""player"": ""Seko Fofana"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""38'"", ""team"": ""Côte d'Ivoire"", ""player"": ""Franck Kessié"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""40'"", ""team"": ""Côte d'Ivoire"", ""player"": ""Guela Doué"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""73'"", ""team"": ""Ecuador"", ""player"": ""Jackson Porozo"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""90'"", ""team"": ""Côte d'Ivoire"", ""player"": ""Amad Diallo"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""90'"", ""team"": ""Côte d'Ivoire"", ""player"": ""Amad Diallo"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
12,12,F,group,2026-06-15T02:00,Monterrey (Guadalupe),23,24,5,1,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Estadio BBVA"", ""venue_city"": ""Guadalupe"", ""venue_country"": ""Mexico"", ""attendance"": 50987, ""broadcasts"": [""FS1"", ""Peacock"", ""Tele""], ""events"": [{""type"": ""Goal"", ""minute"": ""7'"", ""team"": ""Sweden"", ""player"": ""Yasin Ayari"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""30'"", ""team"": ""Sweden"", ""player"": ""Alexander Isak"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""43'"", ""team"": ""Tunisia"", ""player"": ""Omar Rekik"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""54'"", ""team"": ""Tunisia"", ""player"": ""Rani Khedira"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""59'"", ""team"": ""Sweden"", ""player"": ""Viktor Gyökeres"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""84'"", ""team"": ""Sweden"", ""player"": ""Mattias Svanberg"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""90'+6'"", ""team"": ""Sweden"", ""player"": ""Yasin Ayari"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""7'"", ""team"": ""Sweden"", ""player"": ""Yasin Ayari"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""30'"", ""team"": ""Sweden"", ""player"": ""Alexander Isak"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""43'"", ""team"": ""Tunisia"", ""player"": ""Omar Rekik"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""59'"", ""team"": ""Sweden"", ""player"": ""Viktor Gyökeres"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""84'"", ""team"": ""Sweden"", ""player"": ""Mattias Svanberg"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""90'+6'"", ""team"": ""Sweden"", ""player"": ""Yasin Ayari"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
13,13,H,group,2026-06-15T22:00,Miami (Miami Gardens),30,32,1,1,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Hard Rock Stadium"", ""venue_city"": ""Miami Gardens, Florida"", ""venue_country"": ""USA"", ""attendance"": 62764, ""broadcasts"": [""FS1"", ""Peacock"", ""Tele""], ""events"": [{""type"": ""Goal"", ""minute"": ""41'"", ""team"": ""Saudi Arabia"", ""player"": ""Abdulelah Al-Amri"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""44'"", ""team"": ""Saudi Arabia"", ""player"": ""Abdulelah Al-Amri"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""80'"", ""team"": ""Uruguay"", ""player"": ""Maxi Araújo"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""41'"", ""team"": ""Saudi Arabia"", ""player"": ""Abdulelah Al-Amri"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""80'"", ""team"": ""Uruguay"", ""player"": ""Maxi Araújo"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
14,14,H,group,2026-06-15T16:00,Atlanta,31,29,0,0,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Mercedes-Benz Stadium"", ""venue_city"": ""Atlanta, Georgia"", ""venue_country"": ""USA"", ""attendance"": 67640, ""broadcasts"": [""FOX"", ""Peacock"", ""Tele""], ""events"": [{""type"": ""Yellow Card"", ""minute"": ""16'"", ""team"": ""Cabo Verde"", ""player"": ""Sidny Lopes Cabral"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""90'+3'"", ""team"": ""Spain"", ""player"": ""Pedri "", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}], ""goals"": []}"
15,15,G,group,2026-06-16T01:00,Los Angeles (Inglewood),27,28,2,2,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""SoFi Stadium"", ""venue_city"": ""Inglewood, California"", ""venue_country"": ""USA"", ""attendance"": 70108, ""broadcasts"": [""FS1"", ""Peacock"", ""Tele""], ""events"": [{""type"": ""Goal"", ""minute"": ""7'"", ""team"": ""New Zealand"", ""player"": ""Elijah Just"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""32'"", ""team"": ""IR Iran"", ""player"": ""Ramin Rezaeian"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""54'"", ""team"": ""New Zealand"", ""player"": ""Elijah Just"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""64'"", ""team"": ""IR Iran"", ""player"": ""Mohammad Mohebbi"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""89'"", ""team"": ""IR Iran"", ""player"": ""Ehsan Hajsafi"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""7'"", ""team"": ""New Zealand"", ""player"": ""Elijah Just"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""32'"", ""team"": ""IR Iran"", ""player"": ""Ramin Rezaeian"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""54'"", ""team"": ""New Zealand"", ""player"": ""Elijah Just"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""64'"", ""team"": ""IR Iran"", ""player"": ""Mohammad Mohebbi"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
16,16,G,group,2026-06-15T19:00,Seattle,25,26,1,1,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Lumen Field"", ""venue_city"": ""Seattle, Washington"", ""venue_country"": ""USA"", ""attendance"": 66775, ""broadcasts"": [""FOX"", ""Peacock"", ""Tele""], ""events"": [{""type"": ""Yellow Card"", ""minute"": ""13'"", ""team"": ""Egypt"", ""player"": ""Marawan Attia"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""14'"", ""team"": ""Belgium"", ""player"": ""Timothy Castagne"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""20'"", ""team"": ""Egypt"", ""player"": ""Emam Ashour"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""34'"", ""team"": ""Egypt"", ""player"": ""Ahmed Fatouh"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Own Goal"", ""minute"": ""66'"", ""team"": ""Belgium"", ""player"": ""Mohamed Hany"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": true, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""75'"", ""team"": ""Belgium"", ""player"": ""Maxim De Cuyper"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""20'"", ""team"": ""Egypt"", ""player"": ""Emam Ashour"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Own Goal"", ""minute"": ""66'"", ""team"": ""Belgium"", ""player"": ""Mohamed Hany"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": true, ""yellow_card"": false, ""red_card"": false}]}"
17,17,I,group,2026-06-16T19:00,New York/New Jersey (East Rutherford),33,36,3,1,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""MetLife Stadium"", ""venue_city"": ""East Rutherford, New Jersey"", ""venue_country"": ""USA"", ""attendance"": 80545, ""broadcasts"": [""FOX"", ""Peacock"", ""Tele""], ""events"": [{""type"": ""Goal"", ""minute"": ""66'"", ""team"": ""France"", ""player"": ""Kylian Mbappé"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""82'"", ""team"": ""France"", ""player"": ""Bradley Barcola"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""90'+5'"", ""team"": ""Senegal"", ""player"": ""Ibrahim Mbaye"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""90'+6'"", ""team"": ""France"", ""player"": ""Kylian Mbappé"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""66'"", ""team"": ""France"", ""player"": ""Kylian Mbappé"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""82'"", ""team"": ""France"", ""player"": ""Bradley Barcola"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""90'+5'"", ""team"": ""Senegal"", ""player"": ""Ibrahim Mbaye"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""90'+6'"", ""team"": ""France"", ""player"": ""Kylian Mbappé"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
18,18,I,group,2026-06-16T22:00,Boston (Foxborough),34,35,1,4,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Gillette Stadium"", ""venue_city"": ""Foxborough, Massachusetts"", ""venue_country"": ""USA"", ""attendance"": 63106, ""broadcasts"": [""FOX"", ""Peacock"", ""Tele""], ""events"": [{""type"": ""Goal"", ""minute"": ""29'"", ""team"": ""Norway"", ""player"": ""Erling Haaland"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""39'"", ""team"": ""Iraq"", ""player"": ""Aymen Hussein"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""43'"", ""team"": ""Norway"", ""player"": ""Erling Haaland"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""76'"", ""team"": ""Norway"", ""player"": ""Leo Østigard"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""86'"", ""team"": ""Iraq"", ""player"": ""Zaid Tahseen"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Own Goal"", ""minute"": ""90'+6'"", ""team"": ""Norway"", ""player"": ""Aymen Hussein"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": true, ""yellow_card"": false, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""29'"", ""team"": ""Norway"", ""player"": ""Erling Haaland"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""39'"", ""team"": ""Iraq"", ""player"": ""Aymen Hussein"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""43'"", ""team"": ""Norway"", ""player"": ""Erling Haaland"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""76'"", ""team"": ""Norway"", ""player"": ""Leo Østigard"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Own Goal"", ""minute"": ""90'+6'"", ""team"": ""Norway"", ""player"": ""Aymen Hussein"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": true, ""yellow_card"": false, ""red_card"": false}]}"
19,19,J,group,2026-06-17T01:00,Kansas City,38,37,3,0,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""GEHA Field at Arrowhead Stadium"", ""venue_city"": ""Kansas City, Missouri"", ""venue_country"": ""USA"", ""attendance"": 69045, ""broadcasts"": [""FOX"", ""Peacock"", ""Tele""], ""events"": [{""type"": ""Goal"", ""minute"": ""17'"", ""team"": ""Argentina"", ""player"": ""Lionel Messi"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""60'"", ""team"": ""Argentina"", ""player"": ""Lionel Messi"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""76'"", ""team"": ""Argentina"", ""player"": ""Lionel Messi"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""17'"", ""team"": ""Argentina"", ""player"": ""Lionel Messi"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""60'"", ""team"": ""Argentina"", ""player"": ""Lionel Messi"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""76'"", ""team"": ""Argentina"", ""player"": ""Lionel Messi"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
20,20,J,group,2026-06-17T04:00,San Francisco Bay Area (Santa Clara),39,40,3,1,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Levi's Stadium"", ""venue_city"": ""Santa Clara, California"", ""venue_country"": ""USA"", ""attendance"": 68527, ""broadcasts"": [""FS1"", ""Tele""], ""events"": [{""type"": ""Goal"", ""minute"": ""21'"", ""team"": ""Austria"", ""player"": ""Romano Schmid"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""50'"", ""team"": ""Jordan"", ""player"": ""Ali Olwan"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Own Goal"", ""minute"": ""76'"", ""team"": ""Austria"", ""player"": ""Yazan Al-Arab"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": true, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""77'"", ""team"": ""Austria"", ""player"": ""Marcel Sabitzer"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Penalty - Scored"", ""minute"": ""90'+12'"", ""team"": ""Austria"", ""player"": ""Marko Arnautovic"", ""scoring_play"": true, ""penalty"": true, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""21'"", ""team"": ""Austria"", ""player"": ""Romano Schmid"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""50'"", ""team"": ""Jordan"", ""player"": ""Ali Olwan"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Own Goal"", ""minute"": ""76'"", ""team"": ""Austria"", ""player"": ""Yazan Al-Arab"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": true, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Penalty - Scored"", ""minute"": ""90'+12'"", ""team"": ""Austria"", ""player"": ""Marko Arnautovic"", ""scoring_play"": true, ""penalty"": true, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
21,21,L,group,2026-06-17T23:00,Toronto,47,48,1,0,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""BMO Field"", ""venue_city"": ""Toronto"", ""venue_country"": ""Canada"", ""attendance"": 42942, ""broadcasts"": [""FOX One"", ""FS1"", ""Tele""], ""events"": [{""type"": ""Yellow Card"", ""minute"": ""16'"", ""team"": ""Ghana"", ""player"": ""Caleb Yirenkyi"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""72'"", ""team"": ""Panama"", ""player"": ""César Blackman"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""90'+5'"", ""team"": ""Ghana"", ""player"": ""Caleb Yirenkyi"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""90'+9'"", ""team"": ""Panama"", ""player"": ""Carlos Harvey"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""90'+5'"", ""team"": ""Ghana"", ""player"": ""Caleb Yirenkyi"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
22,22,L,group,2026-06-17T20:00,Dallas (Arlington),46,45,4,2,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""AT&T Stadium"", ""venue_city"": ""Arlington, Texas"", ""venue_country"": ""USA"", ""attendance"": 70389, ""broadcasts"": [""FOX"", ""Peacock"", ""Tele""], ""events"": [{""type"": ""Penalty - Scored"", ""minute"": ""12'"", ""team"": ""England"", ""player"": ""Harry Kane"", ""scoring_play"": true, ""penalty"": true, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""36'"", ""team"": ""Croatia"", ""player"": ""Martin Baturina"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""42'"", ""team"": ""England"", ""player"": ""Harry Kane"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""45'+5'"", ""team"": ""Croatia"", ""player"": ""Petar Musa"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""47'"", ""team"": ""England"", ""player"": ""Jude Bellingham"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""85'"", ""team"": ""England"", ""player"": ""Marcus Rashford"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}], ""goals"": [{""type"": ""Penalty - Scored"", ""minute"": ""12'"", ""team"": ""England"", ""player"": ""Harry Kane"", ""scoring_play"": true, ""penalty"": true, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""36'"", ""team"": ""Croatia"", ""player"": ""Martin Baturina"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""42'"", ""team"": ""England"", ""player"": ""Harry Kane"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""45'+5'"", ""team"": ""Croatia"", ""player"": ""Petar Musa"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""47'"", ""team"": ""England"", ""player"": ""Jude Bellingham"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""85'"", ""team"": ""England"", ""player"": ""Marcus Rashford"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
23,23,K,group,2026-06-17T17:00,Houston,43,42,1,1,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""NRG Stadium"", ""venue_city"": ""Houston, Texas"", ""venue_country"": ""USA"", ""attendance"": 68777, ""broadcasts"": [""FOX"", ""Peacock"", ""Tele""], ""events"": [{""type"": ""Goal - Header"", ""minute"": ""6'"", ""team"": ""Portugal"", ""player"": ""João Neves"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""13'"", ""team"": ""Portugal"", ""player"": ""Bernardo Silva"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""32'"", ""team"": ""Congo DR"", ""player"": ""Chancel Mbemba"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""45'+5'"", ""team"": ""Congo DR"", ""player"": ""Yoane Wissa"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""88'"", ""team"": ""Portugal"", ""player"": ""Nélson Semedo"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""90'+2'"", ""team"": ""Portugal"", ""player"": ""Tomás Araújo"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}], ""goals"": [{""type"": ""Goal - Header"", ""minute"": ""6'"", ""team"": ""Portugal"", ""player"": ""João Neves"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""45'+5'"", ""team"": ""Congo DR"", ""player"": ""Yoane Wissa"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
